age,fnlwgt,education.num,capital.gain,capital.loss,hours.per.week,ada.num,label
37,305259,12,0,0,48,-1.108730501,no
46,186172,13,3103,0,40,0.377210318,yes
27,256764,12,0,0,40,-1.129474184,no
31,198069,9,0,0,24,-2.278801886,no
39,329980,13,0,2415,60,0.795078805,yes
51,82504,10,0,0,40,-0.329125557,no
45,169180,10,0,0,45,-1.359254127,no
34,90705,10,0,1485,40,-0.135122527,no
26,384276,9,0,0,40,-0.479746444,no
38,320305,4,0,0,40,-0.965065326,no
58,110844,14,0,0,27,-0.286921947,no
44,227466,10,0,0,40,-0.2929405,yes
34,190027,9,0,0,40,-2.624814911,no
56,129762,10,0,0,35,-1.26602995,no
42,149546,10,0,0,30,-1.156948256,no
61,71467,9,3103,0,40,-0.724046255,yes
66,182378,4,0,0,30,-1.29967364,no
29,66473,10,0,0,50,-1.527882574,no
28,349751,13,2174,0,50,-0.937982774,no
48,70584,9,0,0,40,-0.389437941,no
71,138145,5,0,0,40,-0.847672482,no
45,226452,9,0,0,40,-0.583440971,no
43,198330,14,0,0,37,-0.68012485,no
39,101782,9,0,0,40,-1.526069376,no
51,122109,13,0,0,50,-0.994806047,no
75,27663,4,0,0,50,-2.127564313,no
35,242094,9,0,0,40,-1.456166811,no
53,290640,9,0,0,50,-0.395073172,yes
54,357596,13,7298,0,55,0.795078805,yes
60,89884,9,0,0,50,-0.479746444,no
38,174571,6,0,0,45,-0.981051391,no
24,72310,10,0,0,43,-2.024486472,no
35,36214,13,4386,0,47,0.377210318,yes
18,163067,10,0,0,40,-2.374677108,no
32,242323,10,0,0,40,-2.374677108,no
73,143833,8,0,0,18,-0.631734346,no
31,206609,6,0,2205,60,-2.070917039,no
43,214541,9,0,0,35,-0.724046255,no
50,173224,14,0,0,40,0.782604879,no
20,50648,9,0,0,35,-2.278801886,no
32,178109,13,0,0,36,-0.780164801,no
23,246965,12,0,0,12,-1.129474184,no
48,90042,10,0,0,49,-0.22543103,no
40,180362,13,0,0,40,-2.196952577,no
51,182211,10,0,0,70,-1.585874303,no
22,34747,9,0,0,35,-2.628992522,no
77,331863,10,0,0,2,-1.297621514,no
32,42894,7,0,0,15,-1.041359675,no
55,35551,9,0,0,40,-1.175878741,no
52,202452,9,0,0,43,-1.240012521,no
39,65738,10,0,0,15,-0.150374887,yes
38,349198,12,0,0,21,0.027900935,yes
31,340880,15,0,0,60,1.021759884,yes
33,213226,9,0,0,60,-0.389437941,no
37,188563,10,4386,0,50,-0.22543103,yes
29,109404,13,0,0,50,-0.780164801,no
34,184147,9,0,0,20,-1.960722152,no
41,219155,15,0,0,50,1.266076379,yes
43,187702,10,2174,0,45,-1.292497645,no
31,201122,10,0,0,40,-0.135122527,yes
32,123291,8,0,0,40,-0.541425843,no
53,196328,13,0,0,40,0.219392345,no
29,136017,6,0,0,48,-1.980608536,no
51,183173,9,0,0,70,0.028430546,yes
35,40135,10,0,2042,40,-0.135122527,no
30,319280,10,0,0,40,-1.00644079,no
37,189382,11,0,0,38,-2.32442158,no
71,212806,9,0,0,36,-0.389437941,no
57,36990,9,0,0,52,-0.547255914,no
28,183151,7,7688,0,40,-0.781807504,yes
57,115422,9,3137,0,40,-0.479746444,no
33,73054,9,0,0,40,-1.761454306,no
60,224097,9,0,0,40,-0.389437941,no
37,143582,11,4101,0,35,-1.607085401,no
35,272476,12,0,0,35,0.102957078,yes
33,123031,9,0,0,40,-1.589414444,no
28,352451,4,0,0,40,-2.536349537,no
22,198270,9,0,0,38,-1.648539473,no
51,166461,7,5455,0,40,-2.311641842,no
39,160808,10,0,0,40,-0.383249004,no
65,386672,11,0,0,15,-0.084866999,no
27,136077,13,0,0,40,-0.974167831,no
26,150361,13,0,0,40,-1.130355436,no
38,22245,9,0,0,60,-0.389437941,yes
46,165138,10,0,0,45,-0.135122527,yes
39,246900,13,0,0,60,0.286901815,no
33,203051,9,0,0,46,-2.273077874,no
28,202222,13,0,0,40,-0.780164801,no
17,209949,7,0,1602,12,-3.021362085,no
23,240160,12,0,0,40,-1.861463011,no
53,131258,15,0,0,50,-0.480081858,yes
20,391679,9,0,0,60,-1.817167921,no
46,202560,9,0,0,40,-0.648990112,yes
24,117789,13,0,0,40,-1.862344263,no
38,243872,13,0,0,70,0.377210318,yes
35,166549,8,0,0,40,-0.541425843,no
60,334984,9,0,2231,40,-1.761454306,yes
35,184117,14,0,0,25,-1.532005845,no
33,283602,3,0,0,59,-1.485954389,no
53,88842,9,99999,0,40,-0.389437941,yes
45,192323,12,0,0,66,0.393259368,no
28,291374,9,0,0,40,-2.290206597,no
48,116601,14,0,0,50,-1.391986694,no
38,282951,10,0,0,40,-0.50369484,no
50,194514,14,0,0,50,-0.406570408,no
18,56613,10,0,0,20,-2.374677108,no
33,207937,9,0,1092,40,-1.546813059,no
47,199058,13,0,0,60,0.377210318,yes
17,194717,7,0,0,15,-3.021362085,no
56,247119,4,0,0,40,-2.297690262,no
40,57233,11,0,0,40,-0.175175503,yes
41,210259,14,0,0,40,-0.957834992,no
33,149184,9,0,0,60,-1.546813059,yes
21,194096,10,0,0,10,-2.568680138,no
20,146538,9,0,0,40,-0.389437941,no
52,155141,16,0,0,40,1.151740646,yes
27,41115,10,0,0,40,-0.48694353,no
31,197023,11,0,0,40,-0.242684973,no
41,247082,9,0,0,50,-1.175878741,no
23,283796,8,0,0,30,-2.606820461,no
54,114520,10,0,0,40,-0.22543103,no
39,38721,9,0,0,22,-1.761454306,no
39,192337,13,0,0,50,-0.450680355,no
41,135823,11,0,0,40,-0.084866999,no
61,134768,10,0,0,40,0.28274596,no
36,504871,9,0,0,40,-0.724046255,yes
20,148940,9,0,0,40,-2.278801886,no
30,115932,9,99999,0,50,-1.637121563,yes
56,159724,10,0,0,40,-0.135122527,yes
30,285902,12,0,0,40,0.027900935,no
69,58213,13,20051,0,45,0.286901815,yes
50,233149,11,0,0,50,-0.084866999,yes
35,132879,11,15024,0,40,0.092651502,yes
58,82050,10,0,0,60,-0.135122527,yes
36,112264,9,0,0,50,-0.389437941,no
52,215656,9,0,0,60,-0.314381798,no
43,192381,13,0,0,40,-1.506429615,no
19,236879,10,0,0,35,-2.374677108,no
45,246891,13,0,0,72,0.423394109,yes
54,199392,3,0,0,40,-2.968142466,no
61,226989,9,4865,0,40,-1.510487055,no
45,22610,10,0,0,40,-1.507138892,no
51,256963,10,0,0,60,-0.22543103,no
61,134768,13,0,0,50,0.789443574,yes
52,357596,10,0,0,48,-0.135122527,yes
18,226956,9,0,0,24,-2.628992522,no
19,206874,11,0,0,40,-2.482239554,no
49,166039,9,0,0,40,-1.755730293,no
58,174848,8,0,0,40,-0.541425843,no
49,349230,11,0,0,60,0.333001488,yes
40,207025,9,6849,0,38,-1.897003695,no
21,414812,4,0,0,40,-2.854429271,no
31,26553,13,0,0,25,0.117658147,yes
19,258633,10,0,0,30,-1.642688281,no
38,99065,13,0,0,50,-1.130355436,yes
30,108023,13,0,0,60,0.377210318,no
56,60166,2,0,0,65,-2.438677659,no
25,216583,13,0,0,43,0.377210318,no
41,189941,13,0,0,40,-0.870473304,no
47,101684,9,0,0,40,-0.389437941,no
53,105788,13,0,0,50,-0.866567165,yes
23,176262,11,0,0,36,-1.862787615,no
25,144259,9,0,0,40,-2.150563005,no
18,387641,10,0,0,40,-2.359094786,no
52,150930,11,0,0,40,-0.084866999,no
25,362912,10,0,0,50,-2.374677108,no
47,53292,12,0,0,35,-1.286539168,no
42,348886,13,0,0,45,0.795078805,yes
19,244175,7,0,0,25,-2.671171449,no
30,169152,9,0,0,40,-2.132388624,no
31,100252,13,99999,0,70,-0.42388313,yes
59,292946,13,0,0,25,-1.130355436,no
30,30101,10,0,0,40,-0.135122527,yes
17,114420,7,0,0,30,-3.021362085,no
48,45564,11,4650,0,50,-0.8713078,no
40,388725,10,0,0,40,-0.921563327,no
25,242700,10,10520,0,50,-1.292497645,yes
42,369131,12,0,0,55,0.027900935,yes
21,184543,11,0,0,40,-1.592432753,no
34,561334,10,0,0,50,-0.135122527,yes
26,147719,13,0,0,20,-1.030560838,no
22,272591,6,0,0,30,-1.980608536,no
21,39182,12,0,0,40,-1.861463011,no
21,180190,11,0,0,46,-0.084866999,no
37,32950,12,0,0,40,-1.215876548,no
34,45522,9,0,0,40,-1.546813059,no
36,283122,9,0,1902,60,-0.479746444,yes
37,120130,14,0,0,60,0.61151622,yes
25,178025,10,0,0,9,-1.738429617,no
19,223392,9,0,0,15,-2.278801886,no
47,216093,9,15024,0,40,-0.389437941,yes
56,78707,5,4508,0,28,-0.772616339,no
51,304955,9,7688,0,50,0.028430546,yes
26,91683,10,0,0,40,-0.135122527,no
20,333838,10,0,0,35,-2.024486472,no
44,232421,9,0,0,32,-1.164680397,no
61,438587,3,0,0,40,-1.006107725,no
36,173542,13,0,0,40,0.377210318,yes
33,159442,13,0,0,40,0.452266461,no
61,87032,9,0,0,40,-1.378184612,no
19,194608,5,0,0,40,-3.087227063,no
66,188220,9,0,0,35,-1.607845528,yes
78,237294,9,0,0,45,-0.610125489,yes
37,198841,13,0,0,50,0.795078805,yes
53,290640,4,0,0,40,-0.891219566,no
23,430151,7,0,0,30,-2.174567551,no
53,183668,9,3464,0,34,-0.389437941,no
42,198422,10,0,0,40,-2.00374279,no
28,269246,7,0,0,40,-0.781807504,no
60,282066,13,0,1977,45,0.286901815,yes
27,36440,15,0,0,65,-0.48580587,yes
55,255364,10,0,0,60,-0.135122527,yes
21,162160,10,0,0,40,-2.694212882,no
47,158286,14,0,0,50,0.701824724,yes
32,202729,9,0,0,40,-1.759982803,no
37,91716,9,0,0,75,-1.41126367,no
24,249351,9,0,0,40,-0.314381798,no
65,37170,4,0,0,20,-1.29967364,no
32,172579,9,0,0,30,-1.567519249,no
19,62419,9,0,0,35,-0.389437941,no
31,36069,9,0,0,35,-1.546813059,no
79,144533,9,0,0,30,-1.870610899,no
39,222530,10,0,1590,40,-1.994509284,no
53,317313,9,0,0,48,-0.479746444,no
26,316688,10,0,0,40,-1.14498402,no
24,49154,7,0,0,40,-2.772884664,no
32,186788,9,0,0,40,-0.389437941,no
20,87546,10,0,0,40,-2.374677108,no
30,190228,9,0,0,40,-0.389437941,no
28,33895,13,0,0,45,-0.780164801,no
56,77415,7,0,0,50,-0.781807504,no
19,171578,10,0,0,40,-2.51691276,no
36,95336,9,0,0,45,-0.389437941,yes
29,37429,9,0,0,30,-0.404690301,no
72,203523,15,0,0,10,0.93145138,no
34,41210,9,0,0,60,-0.479746444,no
45,60267,9,0,0,38,-1.761454306,no
22,112130,9,0,0,40,-2.054821668,no
54,192654,13,0,0,65,-0.499538986,no
55,202559,13,0,0,35,-0.486303847,no
40,235523,9,0,0,40,-1.960722152,no
59,77816,15,99999,0,40,1.439628371,yes
19,63814,10,0,0,18,-1.642688281,no
18,240183,9,0,0,45,-2.963600836,no
45,329144,10,0,0,40,-0.135122527,yes
25,397317,12,0,0,40,-1.479664819,no
36,175759,13,7298,0,50,0.377210318,yes
61,36671,9,0,2352,50,-0.479746444,no
38,87556,10,0,0,40,-0.135122527,no
55,228595,3,0,0,40,-0.848289751,no
40,26598,13,0,0,40,-0.603233512,no
29,133696,13,8614,0,45,-0.780164801,yes
39,122353,13,0,0,45,0.183207288,yes
55,98746,10,0,0,50,-0.088938736,yes
19,170653,9,0,0,40,-2.435891699,no
47,83064,13,0,0,60,0.286901815,no
23,62339,13,0,0,40,-1.512153628,no
26,290286,9,0,0,40,-1.704631033,no
50,120914,7,0,0,40,-0.781807504,no
42,106698,10,0,0,32,-1.507138892,no
26,245628,7,0,0,20,-2.174567551,no
49,181717,11,0,0,36,-1.994937135,no
47,215620,9,0,0,12,-1.881421373,no
49,121238,10,0,0,40,-1.618191078,no
18,196061,10,0,0,33,-2.359094786,no
39,164515,9,0,0,40,-1.755730293,no
18,184502,7,0,0,30,-3.163597737,no
70,97831,9,0,0,4,-1.948177855,no
19,84250,10,0,0,15,-2.374677108,no
35,182074,9,0,0,42,-1.211604601,no
50,219420,9,0,0,50,0.028430546,yes
20,494784,9,0,0,35,-2.32517653,no
38,117312,9,15024,0,40,-0.314381798,yes
29,181280,9,0,0,40,-0.389437941,no
66,198363,4,2964,0,40,-2.305633,no
19,30597,9,0,0,35,-2.278801886,no
44,187164,9,0,0,60,-1.501572174,no
57,171242,10,0,0,40,-0.135122527,yes
44,139907,10,0,0,50,-2.024486472,no
44,115562,10,0,0,40,-0.135122527,no
39,144688,9,0,0,50,-0.472199772,no
47,191277,9,0,0,50,-0.389437941,yes
59,138370,6,0,0,40,-1.686400025,no
34,169583,14,0,0,50,-0.80574103,no
19,43921,10,0,0,40,-1.286773633,no
36,33435,11,0,0,40,-1.456883364,no
32,206609,9,0,0,40,-2.273077874,no
35,99357,14,15024,0,50,0.776880866,yes
29,251905,12,0,0,45,0.027900935,no
33,121488,13,0,0,40,-1.130355436,no
41,287037,10,0,0,40,-1.292497645,no
68,150904,9,0,0,35,-1.468493115,no
45,61885,13,15024,0,48,0.795078805,yes
27,263431,10,0,0,40,-1.522158562,no
22,445758,3,0,0,40,-2.643329508,no
59,99248,10,0,0,40,-0.921563327,no
23,214542,10,0,0,40,-2.024486472,no
53,96062,11,0,0,40,-0.084866999,yes
20,33860,10,0,0,28,-2.135114568,no
28,230997,9,0,0,60,-2.628992522,no
29,276345,9,0,0,50,-1.897003695,no
46,52291,13,7688,0,45,0.377210318,yes
19,140399,10,0,0,30,-2.247651456,no
32,155781,10,0,0,40,-0.135122527,no
29,108126,5,0,0,40,-3.092350931,no
17,130125,6,1055,0,20,-3.220605972,no
25,264055,13,0,0,40,-1.512153628,no
35,37655,9,0,0,60,-1.761454306,no
17,354493,7,0,0,6,-2.671171449,no
31,144949,13,0,0,60,-0.499538986,no
30,73796,13,0,0,40,-0.795146978,no
17,166759,8,0,0,40,-3.115588738,no
38,52963,13,0,0,50,-1.130355436,no
40,367819,13,0,1977,40,0.286901815,yes
47,326048,9,0,0,40,-0.103381086,no
28,50814,9,0,0,40,-1.897003695,no
34,80933,9,0,1672,40,-0.389437941,no
29,162257,13,0,0,40,0.377210318,no
28,146042,9,0,0,50,0.028430546,no
73,135601,13,0,0,10,0.042602004,no
32,35595,13,0,0,40,-0.780164801,no
33,123291,9,0,0,50,-0.479746444,no
23,325179,9,0,0,40,-0.389437941,yes
19,72355,10,0,0,20,-1.292497645,no
33,163003,9,0,0,41,-2.311511488,no
56,267763,9,0,0,40,-0.073495699,no
35,99146,11,0,0,55,0.333001488,no
31,342019,12,0,0,40,0.027900935,no
54,57758,14,0,0,68,0.701824724,yes
18,20057,10,0,0,16,-1.991949242,no
34,412933,8,0,0,55,-0.699243816,no
31,344275,9,0,0,44,-1.128944572,no
80,34340,4,0,0,35,-1.693929865,no
40,108945,9,0,0,32,-1.761454306,no
49,277946,10,0,0,50,-0.135122527,yes
32,115066,9,0,0,60,-0.479746444,yes
37,506830,13,0,0,40,-1.288173409,no
24,200207,9,0,0,40,-1.546813059,no
58,121111,9,0,0,40,-0.367030948,no
43,147206,12,27828,0,45,-0.711605697,yes
48,207120,10,0,0,40,-0.135122527,no
24,160968,9,0,0,40,-1.546813059,no
17,89821,7,0,0,10,-2.671171449,no
49,123681,14,0,0,43,0.701824724,yes
23,203003,4,0,0,25,-2.128075676,no
80,30680,4,0,0,35,-1.29967364,no
23,238384,9,0,0,40,-2.623268509,no
37,143058,10,0,0,40,-0.135122527,no
33,190511,9,0,0,30,-1.546813059,no
20,182342,10,0,0,40,-2.024486472,no
45,167159,13,0,0,50,0.382934331,yes
24,232328,5,0,0,35,-2.716292745,no
21,153209,10,0,0,40,-0.135122527,no
22,216639,10,0,1974,40,-1.977296595,no
50,98228,9,0,0,45,-1.761454306,no
39,129573,13,0,0,50,-0.780164801,yes
60,113080,9,0,0,50,-0.389437941,no
34,284843,9,594,0,60,-1.698907021,no
44,43711,12,7688,0,40,0.027900935,yes
48,377140,3,0,0,35,-3.304106852,no
26,108035,9,0,0,40,-1.897003695,no
43,149670,10,4064,0,15,-0.060066384,no
36,138940,13,4386,0,50,0.286901815,yes
30,345898,9,0,0,46,-1.704631033,no
22,222993,9,0,0,40,-2.278801886,no
55,326297,9,0,0,25,-1.567519249,no
53,151580,11,4386,0,40,-0.278870029,yes
33,113364,9,0,0,40,-1.907867568,no
34,122616,10,0,0,84,-0.135122527,yes
58,211547,8,0,0,52,-1.768365782,no
35,237943,9,0,0,60,-0.389437941,no
36,186035,15,0,0,30,0.93145138,yes
18,257421,8,0,0,40,-2.938798397,no
61,215789,9,0,0,40,-1.175878741,no
43,358677,11,0,0,40,-1.029125773,no
35,106347,9,0,0,45,-0.389437941,no
31,91964,13,0,0,40,-0.780164801,no
40,106698,12,0,0,40,-1.34411543,no
54,260833,10,0,0,45,-0.22543103,yes
65,105491,13,99999,0,40,0.377210318,yes
49,28171,14,15024,0,78,0.701824724,yes
45,98320,10,914,0,40,-1.235734684,no
40,222011,14,0,0,45,-0.80574103,yes
46,198660,13,99999,0,72,0.795078805,yes
24,67586,11,0,0,35,-0.502237144,no
47,98524,3,0,0,40,-0.848289751,no
31,61308,6,0,0,40,-1.980608536,no
37,338033,14,0,0,40,-0.80574103,no
51,204567,11,0,0,45,-1.456883364,no
42,29702,9,0,0,42,-0.389437941,yes
49,268090,13,0,0,26,0.377210318,yes
19,252752,9,0,0,35,-2.771228174,no
33,48520,10,0,0,40,-0.22543103,yes
34,30673,14,0,0,55,0.701824724,no
60,160339,10,0,0,40,-0.847988944,no
50,185407,11,0,0,38,-0.084866999,yes
41,314322,9,0,0,40,-0.389437941,yes
34,122116,10,0,0,40,-0.135122527,no
46,57452,11,0,0,40,-0.175175503,yes
74,181508,9,0,0,17,-0.741937121,no
48,203576,10,0,0,40,-0.135122527,yes
29,188564,13,0,1977,45,0.377210318,yes
41,84610,13,0,1902,60,0.377210318,yes
54,222020,6,0,0,70,-1.609674218,no
50,161438,9,0,0,50,-0.389437941,yes
42,34722,9,0,0,60,-0.479746444,no
37,165883,9,0,0,40,-0.541531902,no
18,68073,7,0,0,20,-3.111670588,no
76,172637,10,0,0,20,-0.469730841,yes
56,190257,4,0,0,40,-0.965065326,no
49,197371,11,0,0,40,-0.236960961,yes
49,197418,9,0,0,20,-1.613569541,no
37,329980,13,15024,0,50,0.795078805,yes
38,244803,10,0,1485,60,0.149310219,yes
27,132686,8,0,0,50,-2.430789788,no
40,140559,9,0,0,25,-1.613569541,no
25,151810,9,0,0,28,-1.704631033,no
54,194580,11,0,0,50,-0.084866999,no
20,286166,9,0,0,60,-1.546813059,no
32,156192,9,0,0,20,-2.278801886,no
29,109621,9,0,0,40,-0.389437941,no
24,201664,10,0,0,40,-2.01876246,no
47,140045,9,0,0,40,-1.802904178,no
29,105422,9,0,0,40,-0.389437941,yes
43,300099,10,0,0,40,-1.642688281,no
29,128777,4,0,0,55,-2.337081691,no
60,239576,14,0,0,10,0.701824724,no
26,36741,13,0,0,20,-1.324358466,no
36,296999,10,0,0,37,-1.271753962,no
44,213934,9,2829,0,42,-0.389437941,no
47,358382,9,0,0,40,-1.704631033,no
48,349986,15,99999,0,50,1.021759884,yes
55,88876,14,0,0,60,0.973228931,yes
26,331861,13,0,0,60,-0.870473304,yes
36,29814,9,0,0,50,-1.817167921,no
57,202765,9,0,0,40,-0.583440971,no
26,263200,10,0,0,38,-1.507138892,no
26,294493,13,0,0,40,-1.050519662,no
38,257416,5,0,0,40,-1.005490455,no
18,54440,10,0,0,30,-2.024486472,no
71,118119,10,20051,0,50,0.28274596,yes
18,423024,8,0,0,20,-2.430789788,no
51,103257,15,0,0,40,0.93145138,no
22,31387,13,2885,0,25,-1.501343153,no
64,110110,7,0,0,40,-0.939625477,no
20,228686,7,0,0,40,-0.781807504,no
54,185936,5,0,0,15,-2.318912231,no
56,68452,9,0,0,40,-1.960722152,no
31,161765,10,0,2051,57,-0.135122527,no
26,566066,13,0,0,40,-1.517834326,no
67,123393,9,6418,0,58,-0.479746444,yes
55,181641,10,0,0,37,-1.623574966,no
67,165103,13,0,2174,50,0.042602004,yes
17,166360,6,0,0,30,-3.062787998,no
45,222374,13,0,0,40,-0.870473304,no
59,176118,14,0,0,40,-0.078892064,yes
48,232149,13,0,0,40,-1.491409945,no
42,36699,10,0,0,40,0.150934328,no
46,118633,9,0,0,80,-1.526069376,no
18,201117,9,0,0,40,-2.472804916,no
36,189674,10,0,0,40,-1.74137667,no
45,30690,4,0,0,10,-2.122440444,no
60,191024,9,0,0,40,-0.724046255,no
40,180123,9,0,0,40,-2.080294329,no
24,199883,10,0,0,60,-0.135122527,no
59,176011,10,0,0,40,-1.198398129,no
35,38948,11,3103,0,40,-0.084866999,yes
50,213041,9,0,0,40,-1.761454306,no
44,378251,9,0,0,38,-0.314381798,no
24,259865,9,0,0,30,-1.897003695,no
19,417657,9,0,0,50,-2.278801886,no
41,180096,13,0,0,35,0.382934331,no
48,102359,9,0,0,40,-0.103381086,no
25,54298,9,0,0,30,-0.389437941,no
37,218490,14,0,0,55,0.214038097,yes
23,151888,9,4650,0,50,-0.491516673,no
39,107038,9,0,0,40,-2.278801886,no
36,155537,9,0,0,40,-0.389437941,no
30,127651,13,15024,0,65,0.795078805,yes
67,76860,9,0,0,40,0.013777899,yes
63,101996,14,0,0,40,0.201440778,yes
35,198202,9,0,0,54,-1.897003695,no
64,212838,9,0,0,65,-0.389437941,yes
30,316606,13,0,2339,50,-1.130355436,no
43,128170,10,7688,0,40,-0.135122527,yes
21,287681,9,0,0,40,-2.916466525,no
59,243612,9,0,0,40,-1.327512686,no
38,334999,9,0,0,45,-0.389437941,no
25,191782,7,0,0,40,-3.179180058,no
41,143003,14,0,1887,45,0.250990925,yes
33,209900,10,0,0,20,-2.024486472,no
50,165001,15,99999,0,80,0.93145138,yes
37,254773,10,0,0,40,-0.469730841,no
49,123584,7,0,0,75,-0.781807504,no
37,193855,9,0,1902,50,-0.389437941,no
48,33109,13,0,0,58,-0.358558556,yes
22,41837,10,0,0,25,-2.024486472,no
30,147596,10,0,0,40,-1.664956865,no
21,315303,10,0,0,20,-2.182304446,no
43,172364,9,0,0,48,-1.567519249,no
25,136450,12,0,0,35,0.012648574,yes
27,246440,7,0,0,40,-2.153823868,no
52,89041,14,99999,0,40,0.701824724,yes
33,202729,13,0,0,40,0.286901815,yes
49,274200,9,0,0,72,-0.389437941,no
64,143110,13,0,0,30,-0.611536353,no
61,232618,15,0,0,40,0.68715157,yes
26,365289,9,0,0,40,-1.175878741,no
33,278514,9,0,0,42,-2.258058204,no
31,100863,14,0,0,50,-0.864194671,yes
38,245090,9,0,0,40,-1.102304358,no
37,201141,9,0,0,40,-1.761454306,no
22,48347,10,0,0,40,-2.024486472,no
33,101352,15,0,0,50,-0.48580587,yes
28,216481,13,0,0,40,-1.124631423,no
26,176146,3,0,0,35,-2.32849771,no
25,165817,13,0,0,40,-1.512153628,no
31,251659,10,0,1485,55,-0.25170142,yes
31,44464,13,0,1564,60,-1.130355436,yes
28,217200,9,0,0,50,-1.546813059,no
22,104164,11,0,0,35,-1.332550621,no
42,190179,13,99999,0,40,0.377210318,yes
23,98283,13,0,0,40,-1.526806275,no
22,114357,10,0,0,55,-1.292497645,no
50,283676,10,0,0,40,-0.135122527,yes
60,33717,7,0,0,50,-0.872116007,no
27,389713,10,0,0,40,-1.292497645,no
22,35663,9,0,0,40,-1.897003695,no
49,37353,14,0,0,40,0.707548736,yes
21,202214,10,0,1721,40,-2.709285422,no
44,238188,12,0,0,40,0.027900935,no
21,118693,10,0,0,40,-2.024486472,no
27,222506,13,0,0,60,-1.48217644,no
17,231439,7,0,0,30,-2.671171449,no
21,219835,11,0,0,40,-1.576850432,no
24,172146,5,0,1721,40,-2.0050476,no
41,327606,8,0,0,40,-1.527134489,no
33,56701,13,15024,0,75,0.377210318,yes
55,227856,13,0,2415,50,0.795078805,yes
35,208378,8,0,0,40,-1.95489208,no
28,103389,14,0,0,40,-1.166795539,no
24,273905,12,0,0,50,-0.166102095,no
20,346341,10,0,0,35,-1.977296595,no
29,57617,10,0,0,34,-1.642688281,no
36,148903,10,0,0,60,-1.642688281,no
32,431551,6,0,0,35,-1.460898056,no
35,334999,9,0,0,45,-0.389437941,no
46,250821,15,15024,0,40,0.827756854,yes
47,186410,15,0,0,60,0.282253252,yes
54,152652,9,0,0,65,-0.389437941,no
43,83827,9,0,0,24,-1.526069376,no
25,176836,10,0,0,60,-1.642688281,no
46,214627,16,0,0,60,1.488828978,yes
40,78255,9,0,0,25,-1.510487055,no
41,156526,10,0,0,40,-0.9630132,no
34,156192,10,0,0,45,0.28274596,yes
43,35523,12,0,0,35,-1.443338815,no
18,418176,10,0,0,40,-1.450315619,no
55,223127,5,0,0,40,-0.847672482,no
46,188161,9,0,0,40,-2.45732605,no
49,185859,9,0,0,43,-0.389437941,no
35,190728,9,0,0,40,-1.761454306,no
66,205724,10,0,0,24,-0.135122527,yes
24,33339,10,0,0,20,-2.359094786,no
32,347623,9,0,0,40,-0.389437941,no
33,44559,9,0,0,35,-0.389437941,no
39,86551,9,0,0,40,-0.389437941,yes
31,150309,16,0,0,90,1.146016634,no
54,266598,13,0,0,40,0.377210318,yes
53,548361,9,0,0,40,-0.389437941,no
30,155914,9,0,0,55,-0.389437941,no
58,30111,10,0,0,40,-1.231015245,no
34,288486,7,0,0,40,-0.872116007,no
47,156417,10,0,0,20,-1.350951286,no
41,343944,7,0,0,40,-2.005939104,no
18,96869,8,0,0,40,-2.430789788,no
24,147253,10,0,0,50,-1.486500675,no
23,304143,10,0,0,10,-2.374677108,no
38,179668,9,0,0,40,-0.68238719,no
46,168195,15,0,1902,45,0.93145138,yes
21,70261,10,0,0,30,-2.024486472,no
33,119409,9,0,0,40,-1.041900863,no
24,206861,13,0,0,40,-1.512153628,no
23,325921,11,0,0,36,-1.592432753,no
24,44075,13,0,0,40,-0.508760593,no
23,368739,13,0,0,40,-1.324358466,no
45,282172,12,0,0,40,-1.479664819,no
30,246439,10,0,0,40,-1.156948256,no
43,334946,9,0,0,40,-0.547255914,no
56,277420,13,0,0,40,0.346190478,yes
36,163396,11,0,0,40,-0.009810857,yes
26,102264,10,0,0,40,-1.292497645,no
65,258561,13,0,0,20,0.377210318,no
41,185145,9,0,0,45,-0.491364186,yes
38,86551,13,0,0,48,-0.409230482,yes
30,227551,9,0,0,40,-0.389437941,no
18,152182,10,0,0,25,-2.374677108,no
43,177054,9,0,0,60,-0.389437941,no
44,53956,10,0,0,45,-0.22543103,no
45,45857,9,0,0,28,-1.526069376,no
22,334693,10,0,0,40,-2.568680138,no
51,351278,13,0,0,50,-0.226746924,no
36,103886,9,0,0,15,-0.724046255,no
31,112115,9,0,0,40,-1.546813059,no
44,355728,10,0,1980,45,-0.725256521,no
39,297847,5,3411,0,34,-0.930434313,no
40,184378,10,0,0,60,-0.452199222,no
33,204742,10,0,0,44,-0.135122527,no
48,158685,9,0,0,16,-1.526069376,no
48,102076,13,0,0,35,-1.360016353,no
19,56750,10,0,0,30,-1.642688281,no
48,218357,9,0,0,25,-1.797180166,no
45,180309,10,0,0,40,-1.507138892,no
41,48087,4,0,1590,40,-1.751506126,no
34,122612,13,7688,0,50,0.497663193,yes
41,136986,10,0,0,40,-1.382806149,no
18,170183,9,0,0,10,-2.628992522,no
77,72931,4,0,0,20,-1.684628928,yes
45,50163,9,0,0,30,-1.526069376,no
37,93717,10,7298,0,45,-0.060066384,yes
27,169557,9,6849,0,40,-1.175878741,no
25,275197,9,0,0,40,-2.36911039,no
54,69477,14,0,1902,60,0.701824724,yes
48,126441,2,0,0,45,-1.484009861,no
38,233571,10,0,1902,40,-0.060066384,yes
65,151287,14,0,0,20,-0.283883923,no
52,155233,10,0,0,40,-1.507138892,no
