,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,label
11790,35,Self-emp-not-inc,238802,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
11791,20,Federal-gov,163205,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,36,United-States,0
11792,57,Self-emp-not-inc,34297,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
11793,55,Private,105304,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
11794,58,Private,175017,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1672,40,United-States,0
11795,39,Local-gov,57424,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,0
11796,19,Private,274657,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,50,Guatemala,0
11797,37,Private,112838,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
11798,52,Private,61735,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
11799,22,Private,282202,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,Mexico,0
11800,52,Self-emp-not-inc,284648,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,99,United-States,1
11801,30,Private,226696,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
11802,47,Self-emp-not-inc,51664,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
11803,57,Federal-gov,47534,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,1
11804,32,Private,162041,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,0
11805,35,Private,167482,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
11806,43,Private,108682,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
11807,71,Private,150943,Bachelors,13,Widowed,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,0
11808,29,Private,320451,HS-grad,9,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,0
11809,18,Private,93985,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,0
11810,55,Private,171015,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,0
11811,38,Private,105017,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
11812,35,Private,220595,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
11813,25,Private,204536,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
11814,32,Private,195744,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
11815,28,Private,244650,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,1602,25,United-States,0
11816,50,Private,139464,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,36,Ireland,0
11817,52,Self-emp-not-inc,138611,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7688,0,55,United-States,1
11818,24,Private,141040,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0
11819,35,Private,219902,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
11820,47,Private,374580,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,52,United-States,0
11821,17,Private,52967,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,6,United-States,0
11822,32,Private,142675,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
11823,59,Private,258883,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
11824,52,Private,152373,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,5013,0,40,United-States,0
11825,59,Private,137506,9th,5,Widowed,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,0
11826,35,Local-gov,91124,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
11827,52,Self-emp-not-inc,165278,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,22,United-States,0
11828,27,Private,191628,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,2174,0,40,United-States,0
11829,47,Private,126441,Some-college,10,Married-spouse-absent,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
11830,32,Private,419691,12th,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
11831,34,Private,340880,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Philippines,1
11832,32,Private,183811,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2829,0,40,United-States,0
11833,25,Private,176864,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
11834,39,Private,232854,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
11835,18,Private,179020,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,48,United-States,0
11836,26,Self-emp-inc,66872,12th,8,Married-civ-spouse,Sales,Husband,Other,Male,0,0,98,Dominican-Republic,0
11837,52,Federal-gov,125796,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0
11838,33,Private,85355,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,0
11839,26,Self-emp-not-inc,318644,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,0
11840,26,Private,216010,HS-grad,9,Separated,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0
11841,41,Private,198196,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
11842,38,Private,208358,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
11843,22,Private,46645,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,9,United-States,0
11844,25,Private,213383,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
11845,69,Private,183791,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,0
11846,48,?,155509,11th,7,Divorced,?,Unmarried,Black,Female,0,0,10,Haiti,0
11847,34,Private,173495,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1
11848,61,Self-emp-inc,148577,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1
11849,29,Private,168526,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,25,United-States,0
11850,43,Private,111895,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
11851,27,Private,339956,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,60,United-States,0
11852,18,?,139003,HS-grad,9,Never-married,?,Other-relative,Other,Female,0,0,12,United-States,0
11853,25,Private,169905,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,27828,0,40,United-States,1
11854,20,Private,221661,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Mexico,0
11855,61,Local-gov,192085,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,15,United-States,0
11856,42,Self-emp-not-inc,99185,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
11857,41,Private,204415,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,1
11858,50,Private,195784,12th,8,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,0
11859,47,Private,167787,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
11860,51,Private,131068,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
11861,28,Private,190350,9th,5,Married-civ-spouse,Protective-serv,Wife,Black,Female,0,0,40,United-States,0
11862,37,Self-emp-not-inc,119992,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States,0
11863,44,Private,228057,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,Puerto-Rico,0
11864,43,Private,184105,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,0
11865,35,Private,236910,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
11866,36,Private,166549,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,55,United-States,1
11867,37,Self-emp-not-inc,31095,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1
11868,19,Private,268524,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0
11869,21,Private,195532,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
11870,62,Private,153148,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,84,United-States,0
11871,28,Private,398220,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
11872,34,Private,170017,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
11873,51,Private,200576,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
11874,50,Local-gov,363405,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
11875,28,Private,142712,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,37,United-States,1
11876,65,Self-emp-inc,184965,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,1
11877,37,Self-emp-not-inc,168496,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,0
11878,20,Private,362999,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,0
11879,25,?,181528,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,25,United-States,0
11880,25,Private,184120,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0
11881,62,Private,119684,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2829,0,28,United-States,0
11882,24,Private,211160,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
11883,22,Private,73266,Some-college,10,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,0
11884,32,Private,252257,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,0
11885,34,Private,110622,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,0
11886,53,Private,121441,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,0
11887,51,Private,95329,Masters,14,Divorced,Protective-serv,Unmarried,White,Male,0,0,40,United-States,0
11888,32,Private,215912,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,0
11889,26,Private,132749,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
11890,40,Federal-gov,406463,Masters,14,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
11891,38,Private,161066,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,United-States,0
11892,23,Private,60668,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,0
11893,63,Private,100099,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
11894,42,Private,276218,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,1
11895,55,Private,118993,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,10,United-States,0
11896,56,Private,345730,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
11897,18,Private,104704,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,0
11898,42,Private,144002,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
11899,20,Private,194891,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
11900,36,Private,188540,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
11901,51,Private,153870,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2603,40,United-States,0
11902,39,Private,312271,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
11903,51,Private,194097,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
11904,25,Private,367306,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,0
11905,34,Private,225548,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,30,United-States,0
11906,24,Private,291407,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
11907,43,Private,224998,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,40,United-States,1
11908,43,Private,237993,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
11909,28,Local-gov,312372,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,0
11910,28,Private,89598,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,United-States,0
11911,31,Private,123983,Some-college,10,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,40,South,0
11912,30,Private,38848,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
11913,22,Private,178390,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
11914,32,Private,71540,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
11915,40,Private,205047,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1
11916,35,?,253860,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,20,United-States,0
11917,24,Private,170277,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
11918,49,Private,220978,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,0
11919,33,Private,392812,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,1
11920,42,State-gov,82161,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,1
11921,45,Private,265097,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1902,40,United-States,1
11922,32,Private,257863,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,0
11923,38,Self-emp-inc,188069,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,1
11924,20,Self-emp-not-inc,197207,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States,0
11925,40,Private,390369,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
11926,21,Private,402136,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,0
11927,56,Self-emp-not-inc,169528,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
11928,23,Private,208946,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,32,United-States,0
11929,36,Private,146311,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
11930,54,Private,548361,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,98,United-States,0
11931,52,Private,54933,Masters,14,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
11932,44,Self-emp-not-inc,361280,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,80,Philippines,1
11933,53,Private,203967,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,1
11934,36,Private,222294,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,0
11935,25,Private,366416,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
11936,27,Private,31659,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
11937,44,Private,124563,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
11938,60,Private,142922,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
11939,24,Private,42706,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,60,United-States,0
11940,62,Local-gov,167889,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,Iran,0
11941,43,Local-gov,186995,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States,0
11942,76,Local-gov,224058,10th,6,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,20,United-States,0
11943,45,Local-gov,188823,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
11944,23,Private,82067,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,0
11945,21,Private,159879,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
11946,58,Private,233193,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,27,United-States,0
11947,68,Self-emp-inc,136218,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,15,United-States,0
11948,30,Private,314649,HS-grad,9,Married-spouse-absent,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,0,0,40,?,0
11949,74,Local-gov,168782,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
11950,51,Private,133461,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
11951,71,Private,118876,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,14,United-States,0
11952,44,Private,322391,11th,7,Separated,Other-service,Unmarried,Black,Female,0,0,30,United-States,0
11953,21,Private,223352,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,1055,0,30,United-States,0
11954,52,Private,153751,9th,5,Separated,Other-service,Not-in-family,Black,Female,0,0,30,United-States,0
11955,31,Private,373903,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
11956,22,Private,171176,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,48,?,0
11957,40,Private,174515,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
11958,25,Private,167571,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0
11959,41,Federal-gov,214838,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
11960,34,Self-emp-not-inc,203051,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,1
11961,45,Private,171540,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
11962,28,?,60726,HS-grad,9,Never-married,?,Own-child,Black,Male,0,0,40,United-States,0
11963,49,State-gov,209482,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
11964,30,Private,203277,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,1
11965,46,Private,102569,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States,1
11966,21,Private,214387,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,64,United-States,0
11967,22,Private,190903,11th,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,0
11968,19,Private,175083,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,0
11969,42,Private,270721,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,32,United-States,0
11970,46,Federal-gov,308077,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,Germany,1
11971,19,Private,112269,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,0
11972,17,Private,25690,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,0
11973,42,Private,49255,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,40,United-States,1
11974,26,Private,169100,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
11975,25,Private,47353,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,0
11976,21,?,415913,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
11977,35,Private,177482,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
11978,44,Private,112262,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,5178,0,40,United-States,1
11979,58,Local-gov,223214,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
11980,59,Private,359292,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
11981,36,Private,36423,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,United-States,1
11982,56,Private,200235,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1
11983,51,Local-gov,96190,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
11984,51,Federal-gov,215948,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,40,?,0
11985,19,Private,117595,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,0
11986,32,Private,119124,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
11987,21,?,234838,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30,United-States,0
11988,35,Private,356838,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,2829,0,55,Poland,0
11989,31,Private,181091,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
11990,25,Private,109872,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0
11991,25,Private,195481,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,0
11992,46,Private,182862,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,32,United-States,0
11993,48,Self-emp-not-inc,247294,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,Peru,0
11994,44,Local-gov,193425,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,4386,0,40,United-States,1
11995,47,Private,183522,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,1
11996,36,Private,172538,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,1
11997,23,Private,245361,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,35,United-States,0
11998,58,Private,37345,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
11999,55,Private,147989,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,0
12000,60,Private,145995,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
12001,40,Private,291192,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,0
12002,39,?,201105,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,30,United-States,0
12003,65,Private,154164,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,20051,0,20,?,1
12004,60,?,199947,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,32,United-States,0
12005,34,Local-gov,183801,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,14,United-States,0
12006,38,Private,191103,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,United-States,1
12007,32,Private,286689,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States,1
12008,67,Self-emp-inc,111321,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,0
12009,38,Self-emp-not-inc,36270,HS-grad,9,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,60,United-States,0
12010,45,Local-gov,310260,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
12011,58,Private,180980,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,42,France,0
12012,43,Private,154374,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,60,United-States,1
12013,29,Local-gov,270421,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0
12014,33,Private,227325,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Male,0,0,60,Scotland,0
12015,38,Private,435638,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,1876,40,United-States,0
12016,32,Private,164243,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,1
12017,52,Local-gov,91689,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
12018,48,Private,160220,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
12019,28,Private,258364,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
12020,25,Private,114483,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
12021,61,Private,95929,9th,5,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
12022,33,Private,403468,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Mexico,0
12023,47,?,224108,HS-grad,9,Widowed,?,Unmarried,White,Female,0,0,40,United-States,0
12024,26,Private,159732,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
12025,39,Private,89508,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
12026,37,Private,218955,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
12027,32,Private,103860,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
12028,40,State-gov,105936,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
12029,53,State-gov,118793,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
12030,46,?,110243,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,1977,20,United-States,1
12031,31,Private,183801,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,43,United-States,1
12032,41,Self-emp-not-inc,51494,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
12033,41,Self-emp-not-inc,37618,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1
12034,50,Private,301024,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,1
